payment_id,vendor,date,amount,currency,method,reference
PAY-E2B29DEF8C,Zephyr Foods,2025-08-16,179356.5,INR,CASH,REF-8665F4C9
PAY-88CAC0BDB5,Granite Mining,2025-05-19,54875.37,INR,IMPS,REF-07DBB552
PAY-3162DF2382,Silverline Hotels,2025-08-10,191111.41,INR,RTGS,REF-EFE8C068
PAY-672C69A93E,Coral Resorts,2025-07-07,50027.39,INR,UPI,REF-BF4F591B
PAY-C00A599888,Zeta Telecom,2025-09-13,186313.55,INR,IMPS,REF-BF853E33
PAY-1FE9B0BDE6,Silverline Hotels,2025-07-23,44103.94,INR,CARD,REF-84D00255
PAY-2712AD05E6,Trident Media,2025-10-17,172803.86,INR,UPI,REF-370E6DAF
PAY-858E314FE7,Helios Motors,2025-06-22,46226.9,INR,UPI,REF-E93A6A85
PAY-75BDBF667B,Stellar Insurance,2025-07-22,31621.12,INR,RTGS,REF-05EC0B20
PAY-AA20A231FB,Delta Engineering,2025-05-12,135324.52,INR,UPI,REF-8A378804
PAY-CF00494716,Granite Mining,2025-07-27,124323.16,INR,NEFT,REF-6159893B
PAY-9090C729EE,Velvet Cosmetics,2025-06-29,98415.67,INR,CARD,REF-DCA1875D
PAY-A5600C7982,Alpha Insure,2025-09-05,159954.35,INR,NEFT,REF-0420C4D7
PAY-352C429E10,Crescent Books,2025-05-07,100743.8,INR,RTGS,REF-BC924D8E
PAY-53EFACAAA2,Coral Resorts,2025-09-10,92284.08,INR,CASH,REF-5F60E4FF
PAY-3DE2303307,Silverline Hotels,2025-07-20,122749.23,INR,UPI,REF-C307E7EF
PAY-2A8ED4A6DD,Trident Media,2025-09-12,52938.38,INR,NEFT,REF-7D7D20CA
PAY-C53E7FB986,Granite Mining,2025-09-22,68216.51,INR,IMPS,REF-C9293D04
PAY-C586BFE807,Falcon Couriers,2025-08-09,42501.23,INR,RTGS,REF-4AA6378B
PAY-BB5D04E197,Sapphire Finance,2025-07-30,56286.09,INR,NEFT,REF-DED90802
PAY-CC7DD555C4,Velvet Cosmetics,2025-05-25,195864.85,INR,CARD,REF-2A995820
PAY-55224E8B67,Orion Foods,2025-06-28,160915.47,INR,NEFT,REF-41E57982
PAY-2808476A03,Topaz Security,2025-06-19,29595.83,INR,IMPS,REF-09D37665
PAY-D1A6EFFA1D,Granite Mining,2025-04-23,35733.15,INR,CARD,REF-B8C292E3
PAY-58466900A4,Astra Labs,2025-10-07,103642.89,INR,RTGS,REF-7667B3A3
PAY-6EE3BC694B,Falcon Couriers,2025-07-05,50569.32,INR,IMPS,REF-A368B420
PAY-78E42AFFB0,Crimson Textiles,2025-05-18,138263.36,INR,CARD,REF-23D872E9
PAY-EC8C3C6F70,Apollo Health,2025-06-23,95569.62,INR,RTGS,REF-AAF07059
PAY-0A84FC8FAD,Lotus Telecom,2025-07-19,52323.94,INR,UPI,REF-4C2132F7
PAY-7830E64819,Lumen Power,2025-09-20,186402.99,INR,CASH,REF-EFE512A7
PAY-B8217F6927,Zephyr Foods,2025-09-25,38767.36,INR,NEFT,REF-8F1902B3
PAY-1076F6AF8C,Glide Technologies,2025-08-13,177981.67,INR,IMPS,REF-6FDD1709
PAY-312A6DCE1C,Metro Logistics,2025-10-02,161639.57,INR,CASH,REF-E03AD78B
PAY-CF85A258FD,Aurora Systems,2025-09-27,122655.87,INR,NEFT,REF-23B5A788
PAY-2E5431EFE3,Zeta Telecom,2025-05-14,32818.9,INR,IMPS,REF-588F68E4
PAY-E83A847AD4,Silverline Hotels,2025-07-16,130776.11,INR,CASH,REF-BC41769E
PAY-2FC5D94B41,Echo Electronics,2025-10-11,79393.34,INR,IMPS,REF-6C6D7FB7
PAY-2656D8A0D1,Aurora Systems,2025-06-02,37185.3,INR,UPI,REF-CDF226BA
PAY-814B03B67C,Astra Labs,2025-06-26,132573.5,INR,RTGS,REF-9E967A42
PAY-41F16E0C53,Apollo Health,2025-06-06,79710.59,INR,CARD,REF-3C55A381
PAY-B9B43C7DEF,Zeta Telecom,2025-08-23,109912.53,INR,NEFT,REF-F60D06C7
PAY-9F38CF3F40,Glide Technologies,2025-07-31,105034.57,INR,RTGS,REF-35289379
PAY-A5EC42DCC2,Orion Foods,2025-06-27,123811.38,INR,RTGS,REF-02A672F7
PAY-39FA5FA394,Indigo Chem,2025-07-27,62219.45,INR,CARD,REF-1ADDE07D
PAY-2EAA1C4681,Pearl Analytics,2025-07-06,88910.51,INR,CASH,REF-B506BFEC
PAY-D98D3DE069,Astra Labs,2025-09-05,189523.22,INR,RTGS,REF-1589FA3E
PAY-98AF4FFC4F,Granite Mining,2025-08-20,223298.66,INR,CARD,REF-D411112F
PAY-3618C8BB62,Lumen Power,2025-08-16,30357.19,INR,RTGS,REF-3541E0AF
PAY-1E5D9A402A,Vortex Metals,2025-09-22,91580.41,INR,CARD,REF-658B8B7B
PAY-43DE2228C9,Mango Mobility,2025-10-06,128085.89,INR,NEFT,REF-1CAA1207
PAY-D343F97C4D,Neptune Shipping,2025-08-29,108163.79,INR,NEFT,REF-E58F5AF8
PAY-6B21EA93D2,Lotus Telecom,2025-07-11,73473.77,INR,NEFT,REF-32E5F3EA
PAY-9B23D8D1C0,Vertex Retail,2025-07-06,2605.89,INR,CARD,REF-4ABF2C99
PAY-72E1EC4410,Neptune Shipping,2025-07-10,94104.99,INR,RTGS,REF-954B3E89
PAY-382B6C042B,Echo Electronics,2025-06-22,159455.09,INR,UPI,REF-26C623E8
PAY-861E48FF48,Zenith Apparel,2025-08-06,152858.13,INR,CASH,REF-B8283B04
PAY-9FEC476E6C,Crimson Textiles,2025-07-02,33072.26,INR,RTGS,REF-12DA02D4
PAY-FF9FCF9FCB,Topaz Security,2025-06-15,52964.56,INR,IMPS,REF-695393F1
PAY-031E86CD29,Titan Beverages,2025-07-01,103563.71,INR,CASH,REF-B34314B3
PAY-09DF9B773B,Evergreen Supplies,2025-10-06,148713.91,INR,CARD,REF-55CC3E1A
PAY-B59C1B68CF,Aurora Systems,2025-06-11,170769.66,INR,IMPS,REF-37653648
PAY-A34E8786C4,Astra Labs,2025-07-11,22516.09,INR,IMPS,REF-E4B98F04
PAY-451BF56653,Stellar Insurance,2025-08-18,54790.76,INR,CASH,REF-25A6E7F2
PAY-D6BC06E839,Zenith Apparel,2025-07-22,4369.38,INR,UPI,REF-AF1945FD
PAY-39854B482F,Crescent Books,2025-04-25,37594.55,INR,NEFT,REF-16D15DEF
PAY-CD609DF69D,Evergreen Supplies,2025-07-07,25445.32,INR,CARD,REF-057C2947
PAY-F93BAF9E34,Raven Tools,2025-04-24,46945.69,INR,CARD,REF-85F97C3C
PAY-1D1E41F2EB,ACME Corp,2025-08-31,43829.02,INR,IMPS,REF-ECA2F3B3
PAY-25BA60EC0B,Marble Interiors,2025-08-24,199593.71,INR,CASH,REF-518F5606
PAY-E558CACC1B,Coral Resorts,2025-05-01,66384.61,INR,IMPS,REF-3EB35606
PAY-3AC9D00617,Alpha Insure,2025-07-05,155242.76,INR,UPI,REF-DDB58808
PAY-BD2C4D2E59,Crescent Books,2025-08-25,36729.95,INR,IMPS,REF-4F037716
PAY-7B95484346,Topaz Security,2025-04-30,24831.33,INR,CARD,REF-CA863DC2
PAY-20B039623A,Topaz Security,2025-08-22,49808.86,INR,RTGS,REF-33CBA604
PAY-613CD8085A,Zenith Apparel,2025-08-20,147196.89,INR,RTGS,REF-27AD0E58
PAY-18BC9AF7B2,Mango Mobility,2025-10-18,196432.11,INR,NEFT,REF-B2DCB682
PAY-A29B016036,Topaz Security,2025-10-11,192262.17,INR,NEFT,REF-F3D98AD7
PAY-8C15E10C77,Helios Motors,2025-08-22,127884.74,INR,UPI,REF-535E4C11
PAY-3FD26E96FD,Sapphire Finance,2025-05-12,172799.7,INR,CASH,REF-F01EE0AD
PAY-EDE12DD06D,Delta Engineering,2025-06-30,126765.34,INR,CASH,REF-82CCDCAA
PAY-EFC52A7AF2,ACME Corp,2025-05-31,158980.88,INR,NEFT,REF-955B5D48
PAY-0ACC1761C8,Crimson Textiles,2025-06-20,2281.51,INR,UPI,REF-193C06E4
PAY-904ADB5B34,Vortex Metals,2025-10-20,95316.5,INR,RTGS,REF-DDE97BC1
PAY-AC5578C66A,Sapphire Finance,2025-05-14,50120.09,INR,RTGS,REF-4440621D
PAY-ED42C54FA2,Nimbus Soft,2025-10-22,123919.65,INR,CASH,REF-0B4B3BCF
PAY-702B11283C,Alpha Insure,2025-07-27,129092.69,INR,RTGS,REF-DB79D023
PAY-B156DFC05E,Astra Labs,2025-08-21,46918.59,INR,IMPS,REF-788F0B9D
PAY-5DA30A5388,Lotus Telecom,2025-06-18,4759.89,INR,IMPS,REF-BDA69633
PAY-25153F7E2A,Neptune Shipping,2025-05-30,50513.9,INR,CARD,REF-13F85D85
PAY-33D1605CF1,Falcon Couriers,2025-10-25,90530.32,INR,NEFT,REF-502FD4EA
PAY-75FEF5F994,Crescent Books,2025-10-26,98273.35,INR,UPI,REF-5230088F
PAY-0DE748709B,Crescent Books,2025-07-17,65074.33,INR,IMPS,REF-BF7EBEB6
PAY-5CE2E332BE,Nova Travels,2025-09-26,182937.56,INR,NEFT,REF-DD5AF91C
PAY-67F5F0F6E6,Zeta Telecom,2025-09-13,31427.58,INR,CASH,REF-D26D37E5
PAY-A9305A7C72,Helios Motors,2025-09-05,73738.99,INR,CARD,REF-1BB63044
PAY-157F36CFAF,Glide Technologies,2025-10-11,106071.22,INR,RTGS,REF-75458113
PAY-96FE24D22F,BlueBank Services,2025-10-05,171437.44,INR,NEFT,REF-CC92417A
PAY-4E39F6DCD9,Silverline Hotels,2025-05-17,127397.47,INR,IMPS,REF-20F096C7
PAY-25B0FCCED7,Zenith Apparel,2025-09-05,144344.21,INR,CARD,REF-3356D2C2
PAY-FB1EF1B5C0,Quick Logistics,2025-05-26,36138.44,INR,NEFT,REF-34AE85E2
PAY-894F44ED90,Zenith Apparel,2025-05-20,97331.37,INR,CASH,REF-18112B5B
PAY-B15C27E4B5,Quick Logistics,2025-09-20,128529.46,INR,UPI,REF-480A5100
PAY-D5F35F814C,Prism Plastics,2025-08-22,109470.47,INR,NEFT,REF-2EAAA4A1
PAY-422B99D8D4,Alpha Insure,2025-07-28,44534.2,INR,UPI,REF-6DBDAC75
PAY-129856E74C,ACME Corp,2025-06-19,131322.0,INR,IMPS,REF-BE1BB842
PAY-E6AFF662A4,Olive Agro,2025-09-29,12609.69,INR,RTGS,REF-5BE66F80
PAY-3647947075,Mango Mobility,2025-05-09,146992.92,INR,RTGS,REF-9BDFF02E
PAY-F20CB60DCC,Zeta Telecom,2025-06-13,192137.06,INR,RTGS,REF-4C4445D6
PAY-06A354C9DB,Orion Foods,2025-06-24,106566.38,INR,CARD,REF-D9EEFA22
PAY-4AE72E993A,Zenith Apparel,2025-09-11,120761.24,INR,NEFT,REF-2945EB0D
PAY-E9D171A7E3,Glide Technologies,2025-09-29,115524.45,INR,CARD,REF-A78A4741
PAY-B4CC0FBD60,Coral Resorts,2025-10-07,85701.46,INR,CARD,REF-EBB49F9C
PAY-BC2B9C9CB3,Metro Logistics,2025-06-06,110218.11,INR,IMPS,REF-C170A43B
PAY-3A5B6DB63F,Prism Plastics,2025-06-08,110086.2,INR,CARD,REF-F0E39561
PAY-19C5F23044,Neptune Shipping,2025-07-14,110241.23,INR,UPI,REF-9B448E5E
PAY-34DCB37287,Sapphire Finance,2025-08-14,152954.78,INR,NEFT,REF-6699A71E
PAY-3291AF664B,Raven Tools,2025-07-17,121878.47,INR,UPI,REF-E2A6752E
PAY-BDB44B66E6,Topaz Security,2025-09-06,182343.29,INR,RTGS,REF-57FEBE89
PAY-594B141D5A,Sapphire Finance,2025-08-13,89776.21,INR,NEFT,REF-55FD6DB7
PAY-7CD46863AB,ACME Corp,2025-05-01,196599.82,INR,CARD,REF-D96C2039
PAY-A9A4B41E7D,Mango Mobility,2025-06-03,198685.7,INR,CASH,REF-1CD633C9
PAY-F1DDA516DF,ACME Corp,2025-07-16,196886.69,INR,UPI,REF-AF9A9E5F
PAY-3147B18150,Silverline Hotels,2025-05-02,154418.85,INR,NEFT,REF-D26B423C
PAY-A5A6522DA4,Lumen Power,2025-09-06,111486.46,INR,UPI,REF-1CF582A8
PAY-C46FE3E3A1,Orion Foods,2025-05-02,92343.78,INR,IMPS,REF-4875BF44
PAY-ABCC0CAEF7,Astra Labs,2025-06-27,67390.98,INR,RTGS,REF-8683ACDE
PAY-6EAA4E33F7,Velvet Cosmetics,2025-07-31,114028.45,INR,RTGS,REF-209E96DB
PAY-C888A771DA,Raven Tools,2025-05-20,144854.32,INR,RTGS,REF-C83C3F6A
PAY-02F0BE405B,Trident Media,2025-09-02,165228.2,INR,RTGS,REF-FC6D78AA
PAY-852CFDDA50,Echo Electronics,2025-10-07,60428.45,INR,UPI,REF-C65C0F06
PAY-F393A8291F,Nimbus Soft,2025-05-10,184413.36,INR,NEFT,REF-656F63FF
PAY-D85CFE1C72,Neptune Shipping,2025-08-15,83596.08,INR,CASH,REF-B62953B3
PAY-BFD704FD48,Glide Technologies,2025-06-17,149661.89,INR,RTGS,REF-3784104A
PAY-1570F726E2,Titan Beverages,2025-09-28,76806.15,INR,IMPS,REF-E1D46F67
PAY-C98F0EE82A,Mango Mobility,2025-05-04,64203.65,INR,CASH,REF-03570133
PAY-4F87917FB4,Silverline Hotels,2025-08-27,139704.85,INR,NEFT,REF-483AC622
PAY-EE836D0947,Alpha Insure,2025-10-19,146449.93,INR,NEFT,REF-EC9B8FE9
PAY-67F88465C6,Lotus Telecom,2025-09-22,126447.97,INR,RTGS,REF-93B809C1
PAY-8AE5BA8FC3,Cobalt Energy,2025-08-14,58311.71,INR,NEFT,REF-BF6398E6
PAY-483E6F7859,Vertex Retail,2025-05-27,67565.55,INR,NEFT,REF-6ED9C50A
PAY-BDFD8EA3AB,Summit Paper,2025-06-04,96444.04,INR,UPI,REF-056B37EC
PAY-4208835DCD,Falcon Couriers,2025-07-31,122083.49,INR,IMPS,REF-2499B8EF
PAY-5B9FB5C6DE,Lumen Power,2025-10-04,199417.21,INR,NEFT,REF-7B079B5F
PAY-AEE6495BFF,Quasar Digital,2025-05-10,53618.29,INR,CARD,REF-19BB4A53
PAY-F08C9A462E,Silverline Hotels,2025-10-19,184865.55,INR,UPI,REF-9111D2CF
PAY-474EB7AD68,Delta Engineering,2025-10-10,83009.62,INR,NEFT,REF-CD738C30
PAY-5435F80639,Neptune Shipping,2025-06-07,64487.3,INR,CASH,REF-290EC27B
PAY-1C51769CDF,Glide Technologies,2025-07-18,34266.43,INR,NEFT,REF-E0307E0B
PAY-12BC07D161,Stellar Insurance,2025-08-15,138236.71,INR,NEFT,REF-CB6F7CA9
PAY-5BD39D92A6,Quick Logistics,2025-06-22,40337.2,INR,NEFT,REF-283ACA0B
PAY-A65E9BD79A,Vertex Retail,2025-05-21,22918.16,INR,UPI,REF-40D0A51D
PAY-43E6717B74,Quasar Digital,2025-10-05,188166.06,INR,RTGS,REF-17B91CFD
PAY-25A30BD8C9,ACME Corp,2025-07-21,138912.15,INR,CASH,REF-9C426515
PAY-E0ABCCFF5A,Marble Interiors,2025-08-15,99258.21,INR,CARD,REF-6E30742B
PAY-7EDB6A6E75,Apollo Health,2025-09-06,40329.47,INR,NEFT,REF-539797F3
PAY-2304A049A6,Lumen Power,2025-08-25,124796.88,INR,NEFT,REF-B8EC0C26
PAY-18CDAB4B2E,Coral Resorts,2025-10-26,124830.93,INR,RTGS,REF-A0941B5B
PAY-93805D3608,Vortex Metals,2025-10-17,105596.42,INR,IMPS,REF-3BF75950
PAY-FDE559740C,Metro Logistics,2025-05-16,57160.7,INR,CARD,REF-967EAA47
PAY-740AE9EB93,Alpha Insure,2025-08-17,124045.75,INR,IMPS,REF-CE71FB15
PAY-1A04E90E27,Zeta Telecom,2025-08-01,132244.38,INR,CASH,REF-352C4169
PAY-989BF96143,Orion Foods,2025-04-24,52440.54,INR,NEFT,REF-62B2FE8D
PAY-1BC69BDE4F,Trident Media,2025-06-09,100379.84,INR,IMPS,REF-D72ACC93
PAY-5D8A43AAAE,Lumen Power,2025-04-29,8430.6,INR,CARD,REF-0D3F2092
PAY-0B6AE2B110,Amber Healthcare,2025-08-23,78983.26,INR,UPI,REF-E798D18E
PAY-8EE8CFAFEA,BlueBank Services,2025-07-18,137020.12,INR,RTGS,REF-ECB44688
PAY-F5E388EE4A,Titan Beverages,2025-07-15,41131.11,INR,CASH,REF-F588C19C
PAY-8314DED55C,Alpha Insure,2025-10-03,46624.6,INR,CASH,REF-6605E64D
PAY-2BEC2A25AD,BlueBank Services,2025-09-10,189848.73,INR,UPI,REF-D7B6156D
PAY-60804419C0,Vertex Retail,2025-07-21,193399.11,INR,UPI,REF-C031740B
PAY-735B66FD15,Nimbus Soft,2025-07-31,112937.33,INR,RTGS,REF-4C9882C7
PAY-3A343AAB45,Aurora Systems,2025-06-24,114793.26,INR,NEFT,REF-A07B4379
PAY-BC031A47C1,Marble Interiors,2025-09-20,66192.31,INR,RTGS,REF-40C2F8D4
PAY-20C3EC5951,Apollo Health,2025-10-11,28146.02,INR,RTGS,REF-3A3A271E
PAY-DA0FEBF2C0,Astra Labs,2025-07-13,137862.15,INR,UPI,REF-67AC4370
PAY-0F6CB68A70,Polar Constructions,2025-06-02,132662.44,INR,CASH,REF-7D14D627
PAY-CB68627382,Silverline Hotels,2025-05-13,117203.92,INR,NEFT,REF-83B21B56
PAY-239F024AD0,Trident Media,2025-07-16,167984.74,INR,UPI,REF-588A45A0
PAY-CF0770336D,Raven Tools,2025-04-29,153204.29,INR,CARD,REF-20D97E85
PAY-0D9B324441,Aurora Systems,2025-07-07,88879.4,INR,RTGS,REF-D7A8F581
PAY-D27295307A,Vertex Retail,2025-06-07,21800.9,INR,UPI,REF-B3639CD4
PAY-61D0AC8040,BlueBank Services,2025-09-27,123580.83,INR,CASH,REF-1AF5CDB4
PAY-42D298DB50,Echo Electronics,2025-06-19,46567.02,INR,RTGS,REF-E759FFDF
PAY-B1E3C28D9B,Neptune Shipping,2025-05-18,137784.19,INR,IMPS,REF-53FE7C10
PAY-E12948D279,Astra Labs,2025-09-06,169304.58,INR,RTGS,REF-A34E0AAE
PAY-FEEBE25C05,Iris Pharma,2025-10-08,75104.9,INR,IMPS,REF-10FE8DA8
PAY-1BC6955A68,Falcon Couriers,2025-08-20,28394.7,INR,UPI,REF-4B5589C2
PAY-27D41BECB7,Nova Travels,2025-08-08,44899.57,INR,UPI,REF-160168BE
PAY-D2D6548170,Summit Paper,2025-06-17,13694.2,INR,CASH,REF-2DB11304
PAY-945F54A836,Stellar Insurance,2025-09-01,125617.08,INR,RTGS,REF-A01E4975
PAY-0654FFF53B,Echo Electronics,2025-08-05,131486.2,INR,UPI,REF-DF830F8D
PAY-8839B54F1B,Stellar Insurance,2025-09-20,118964.26,INR,RTGS,REF-F32D0164
PAY-B9A276073E,Mango Mobility,2025-05-27,90596.11,INR,IMPS,REF-2245C813
PAY-5E57335ADF,Quasar Digital,2025-08-31,107804.89,INR,IMPS,REF-BD147C87
PAY-C5AC6148C8,Lumen Power,2025-08-02,110359.29,INR,RTGS,REF-B1574685
PAY-F6B7677CC7,Zenith Apparel,2025-07-08,88191.0,INR,CASH,REF-7FDA6C05
PAY-C43148F34F,Glide Technologies,2025-07-13,92538.76,INR,UPI,REF-6548062D
PAY-2465FEACE9,Evergreen Supplies,2025-09-30,183847.05,INR,RTGS,REF-A2F7447C
PAY-BD0671282C,Olive Agro,2025-10-04,90613.77,INR,IMPS,REF-0841FB2C
PAY-242CAF8939,Trident Media,2025-09-20,187599.57,INR,UPI,REF-D264E6B2
PAY-300B005382,Crimson Textiles,2025-08-06,55393.46,INR,NEFT,REF-A8211339
PAY-2F0A232A7E,Trident Media,2025-08-22,118267.94,INR,IMPS,REF-D64E236D
PAY-8FD19CF8DB,Olive Agro,2025-05-21,50391.42,INR,RTGS,REF-AE8C1E2C
PAY-5D7B88EE16,Iris Pharma,2025-05-25,18692.65,INR,CARD,REF-659DB100
PAY-2F04008067,Titan Beverages,2025-07-26,19891.8,INR,NEFT,REF-AB76C1E9
PAY-FABD5D20BA,Raven Tools,2025-09-06,122608.47,INR,CASH,REF-63789DBC
PAY-CFDDFA23B9,Topaz Security,2025-09-12,76431.1,INR,RTGS,REF-CC17ADF3
PAY-D6D95C21FD,Amber Healthcare,2025-09-17,174325.43,INR,CARD,REF-3AE431A8
PAY-A36DCDDE2C,Metro Logistics,2025-06-02,36183.92,INR,RTGS,REF-308D6DE9
PAY-5BBA210CF7,Aurora Systems,2025-07-11,62248.9,INR,UPI,REF-FBED02E3
PAY-720C831FD4,Evergreen Supplies,2025-09-27,36548.86,INR,CARD,REF-63471E65
PAY-DB25C01058,Zenith Apparel,2025-04-19,124700.79,INR,IMPS,REF-A3CAC530
PAY-D190E52D9B,ACME Corp,2025-08-22,92582.97,INR,IMPS,REF-085F31F4
PAY-00130BC98F,Crescent Books,2025-04-26,121792.79,INR,CASH,REF-643FEDF1
PAY-8FC606E796,Quasar Digital,2025-06-20,126070.48,INR,IMPS,REF-8B626CF2
PAY-999698D60F,Olive Agro,2025-08-03,88654.13,INR,IMPS,REF-EBFA6A43
PAY-51DA0521E8,Alpha Insure,2025-06-06,30077.11,INR,NEFT,REF-FE4D2C48
PAY-50FD55C6D4,Quick Logistics,2025-06-02,187758.78,INR,CASH,REF-F6032E35
PAY-333AD44A33,Amber Healthcare,2025-05-17,10611.02,INR,RTGS,REF-A585D180
PAY-FDFEC04785,Trident Media,2025-06-01,134582.05,INR,NEFT,REF-B3E2D9AD
PAY-F292AF5FAC,Olive Agro,2025-09-16,74892.79,INR,CARD,REF-58629A59
PAY-9CB8556185,Nimbus Soft,2025-07-08,64902.96,INR,UPI,REF-4F134094
PAY-267ECABFA7,Zeta Telecom,2025-08-12,172644.47,INR,IMPS,REF-FD9832FE
PAY-9B175D10CA,Evergreen Supplies,2025-08-19,27341.88,INR,NEFT,REF-594437D0
PAY-5F4ACE7EE5,Amber Healthcare,2025-09-09,70783.9,INR,CARD,REF-DF7F40D5
PAY-B70469752D,Coral Resorts,2025-06-13,111098.77,INR,IMPS,REF-A2945889
PAY-467F732C7E,Velvet Cosmetics,2025-10-06,106024.85,INR,CARD,REF-BD695AA9
PAY-4E5489994A,Granite Mining,2025-10-16,121153.22,INR,IMPS,REF-7CB1CBC7
PAY-74D2C979BC,Polar Constructions,2025-09-25,169635.69,INR,RTGS,REF-B5B8CC53
PAY-1B16A0B480,Mango Mobility,2025-09-13,194368.66,INR,NEFT,REF-8C993303
PAY-F9693E70CD,Astra Labs,2025-09-30,111546.61,INR,NEFT,REF-95671419
PAY-2266EBA0D2,Iris Pharma,2025-07-03,189989.69,INR,IMPS,REF-E37BA341
PAY-DDA59BA7F1,Delta Engineering,2025-05-07,93244.68,INR,NEFT,REF-315BE474
PAY-5B932BFF55,Pearl Analytics,2025-06-21,136528.62,INR,NEFT,REF-B4615C6C
PAY-5D3DAA7545,Aurora Systems,2025-05-03,67091.56,INR,IMPS,REF-7FEE1380
PAY-0B5D321279,ACME Corp,2025-10-06,40636.83,INR,IMPS,REF-F770C356
PAY-23F1F0780C,Helios Motors,2025-05-10,61900.62,INR,RTGS,REF-53E4AA56
PAY-F86DD08FFD,Glide Technologies,2025-04-21,23210.43,INR,RTGS,REF-B46F15F7
PAY-9338DC3D92,Amber Healthcare,2025-08-02,145017.13,INR,RTGS,REF-22940DEA
PAY-EE43A1B552,Trident Media,2025-06-10,66437.71,INR,CARD,REF-CC62B6E6
PAY-37AE61DA25,Zephyr Foods,2025-08-22,183274.53,INR,CARD,REF-C0D0D676
PAY-F502FAB552,Indigo Chem,2025-05-29,96558.36,INR,UPI,REF-A349445D
PAY-5A0D144168,Crescent Books,2025-07-15,92762.78,INR,UPI,REF-57A8541D
PAY-9D977D5632,Pearl Analytics,2025-05-12,167103.59,INR,CARD,REF-90837AF8
PAY-72379B486F,Velvet Cosmetics,2025-10-20,63442.82,INR,CARD,REF-79F5A3F3
PAY-9DA2EABB7F,Apollo Health,2025-09-22,137255.91,INR,IMPS,REF-CAB93212
PAY-B54425CB17,Zeta Telecom,2025-06-07,56451.78,INR,IMPS,REF-05693934
PAY-CFAA1A3DAC,Velvet Cosmetics,2025-09-29,78218.47,INR,NEFT,REF-5A7E342C
PAY-F65F7B7812,Summit Paper,2025-07-15,141200.6,INR,NEFT,REF-A917FC1C
PAY-34D553CD34,Iris Pharma,2025-04-30,52172.08,INR,NEFT,REF-A3499033
PAY-02461E93E5,Falcon Couriers,2025-06-30,74630.92,INR,CARD,REF-38768889
PAY-B481625A24,Apollo Health,2025-08-31,53979.1,INR,RTGS,REF-88E36827
PAY-C398D28751,Sapphire Finance,2025-05-05,155669.18,INR,RTGS,REF-78D30A34
PAY-2893D060E6,Lotus Telecom,2025-08-28,5474.49,INR,RTGS,REF-F935D2DC
PAY-EFD1041759,Pine IT Services,2025-06-05,40114.16,INR,UPI,REF-AFE73843
PAY-B8BF613B02,Vertex Retail,2025-05-18,164516.63,INR,CARD,REF-ECAE693A
PAY-0B74B068D7,Apollo Health,2025-05-07,92144.0,INR,UPI,REF-76275AC0
PAY-3B18F364EB,ACME Corp,2025-07-18,186501.3,INR,NEFT,REF-4EE80260
PAY-5191CB817F,Amber Healthcare,2025-08-24,177892.58,INR,RTGS,REF-556F6E90
PAY-BB86D691FB,Mango Mobility,2025-10-04,149238.17,INR,RTGS,REF-18F33F5B
PAY-FC25D9802A,Velvet Cosmetics,2025-07-12,127950.74,INR,RTGS,REF-399D1517
PAY-3A16A5FBF8,Silverline Hotels,2025-06-09,35056.36,INR,CARD,REF-7CD08038
PAY-B5ACDCE089,Crescent Books,2025-07-20,154671.03,INR,NEFT,REF-CA0156CC
PAY-E5FCFBDA76,Nova Travels,2025-05-29,31920.45,INR,CARD,REF-A9C9939F
PAY-1B7BA28DD5,ACME Corp,2025-09-27,112145.34,INR,NEFT,REF-EEE77E1A
PAY-7CA5DEC358,Nova Travels,2025-05-29,210313.7,INR,IMPS,REF-06BB4236
PAY-3B2DDECDEF,Velvet Cosmetics,2025-06-24,34669.36,INR,UPI,REF-C4BF94DE
PAY-02CCAC2524,Stellar Insurance,2025-07-14,108345.13,INR,CARD,REF-84ACDFCA
PAY-8ED9FC6B3D,Astra Labs,2025-04-28,94411.75,INR,UPI,REF-C7EAD0D7
PAY-B2FFF502A1,Crimson Textiles,2025-06-05,141083.18,INR,NEFT,REF-49D12843
PAY-4862D9C48E,Iris Pharma,2025-10-08,161955.31,INR,NEFT,REF-BE2B4F22
PAY-CDAFD9E7EE,Summit Paper,2025-08-21,113773.97,INR,CASH,REF-C8944DBB
PAY-1F2AB48CD7,Coral Resorts,2025-08-21,22014.83,INR,NEFT,REF-5DFF1578
PAY-17007E1938,Zephyr Foods,2025-10-11,142188.07,INR,IMPS,REF-D86AB722
PAY-0C53129E75,Stellar Insurance,2025-07-06,182615.89,INR,CASH,REF-C652A1FB
PAY-4FE05BA914,Trident Media,2025-10-15,183494.25,INR,IMPS,REF-2B8D20A3
PAY-CFDD13F285,Silverline Hotels,2025-08-22,97883.51,INR,CARD,REF-C6BAA906
PAY-213BD397AE,Granite Mining,2025-05-21,74746.29,INR,IMPS,REF-BF30D063
PAY-651B552081,Metro Logistics,2025-07-12,153704.33,INR,IMPS,REF-6F49AB99
PAY-38BBDCB6B6,Pine IT Services,2025-05-17,81434.35,INR,UPI,REF-F61C2622
PAY-56241E128C,Silverline Hotels,2025-09-14,146420.12,INR,CARD,REF-84B39A74
PAY-D4BCFFCA1C,Crescent Books,2025-08-15,80462.89,INR,CARD,REF-39095EAA
PAY-312FCC7722,Quasar Digital,2025-10-03,49116.37,INR,CASH,REF-BD10C5CF
