invoice_id,vendor,date,amount,currency,description
INV-0000947,Marble Interiors,2025-07-01,168647.89,INR,Hardware purchase
INV-0000948,Cobalt Energy,2025-05-25,60445.85,INR,Office supplies
INV-0000949,Glide Technologies,2025-07-12,54249.29,INR,Telecom usage
INV-0000950,Echo Electronics,2025-10-03,18312.73,INR,Office supplies
INV-0000951,Apollo Health,2025-08-03,148318.49,INR,Software subscription
INV-0000952,Alpha Insure,2025-08-30,158402.33,INR,Hardware purchase
INV-0000953,Marble Interiors,2025-08-28,80975.34,INR,Monthly service fee
INV-0000954,Trident Media,2025-06-09,175098.52,INR,Logistics charge
INV-0000955,Alpha Insure,2025-06-23,7097.67,INR,Monthly service fee
INV-0000956,Sapphire Finance,2025-10-18,40222.4,INR,Software subscription
INV-0000957,Olive Agro,2025-08-28,79689.98,INR,Hardware purchase
INV-0000958,Zephyr Foods,2025-04-28,48766.65,INR,Office supplies
INV-0000959,Echo Electronics,2025-08-13,35927.95,INR,Office supplies
INV-0000960,Vortex Metals,2025-09-09,70277.1,INR,Consulting retainer
INV-0000961,Helios Motors,2025-10-14,18533.19,INR,Monthly service fee
INV-0000962,Topaz Security,2025-05-03,33000.03,INR,Logistics charge
INV-0000963,Cobalt Energy,2025-10-03,45409.85,INR,Logistics charge
INV-0000964,Nova Travels,2025-10-04,82196.69,INR,Monthly service fee
INV-0000965,Glide Technologies,2025-10-12,2275.15,INR,Consulting retainer
INV-0000966,Indigo Chem,2025-06-04,120427.82,INR,Monthly service fee
INV-0000967,Cobalt Energy,2025-06-24,121864.6,INR,Insurance premium
INV-0000968,Iris Pharma,2025-10-02,55438.02,INR,Telecom usage
INV-0000969,Neptune Shipping,2025-08-16,50773.74,INR,Office supplies
INV-0000970,Marble Interiors,2025-10-11,104367.26,INR,Telecom usage
INV-0000971,Vortex Metals,2025-05-17,1965.84,INR,Software subscription
INV-0000972,Lumen Power,2025-10-03,118957.62,INR,Insurance premium
INV-0000973,Marble Interiors,2025-10-13,22066.85,INR,Hardware purchase
INV-0000974,Amber Healthcare,2025-06-30,128298.65,INR,Insurance premium
INV-0000975,Helios Motors,2025-10-05,142363.21,INR,Insurance premium
INV-0000976,Zenith Apparel,2025-05-29,103700.07,INR,Logistics charge
INV-0000977,Alpha Insure,2025-09-21,81117.64,INR,Software subscription
INV-0000978,Zephyr Foods,2025-05-26,144396.0,INR,Office supplies
INV-0000979,Evergreen Supplies,2025-06-26,181428.86,INR,Telecom usage
INV-0000980,Topaz Security,2025-04-30,116813.23,INR,Logistics charge
INV-0000981,Amber Healthcare,2025-06-16,137420.46,INR,Office supplies
INV-0000982,Prism Plastics,2025-07-21,101709.31,INR,Consulting retainer
INV-0000983,Prism Plastics,2025-09-10,36636.6,INR,Hardware purchase
INV-0000984,Granite Mining,2025-05-23,148313.32,INR,Consulting retainer
INV-0000985,Zephyr Foods,2025-07-15,131059.71,INR,Logistics charge
INV-0000986,Neptune Shipping,2025-06-17,148969.88,INR,Insurance premium
INV-0000987,Aurora Systems,2025-07-14,74650.64,INR,Insurance premium
INV-0000988,Olive Agro,2025-05-21,94372.05,INR,Hardware purchase
INV-0000989,Granite Mining,2025-06-09,100345.24,INR,Telecom usage
INV-0000990,Mango Mobility,2025-07-06,82914.9,INR,Consulting retainer
INV-0000991,Astra Labs,2025-06-11,68862.64,INR,Office supplies
INV-0000992,Vertex Retail,2025-07-10,172547.59,INR,Consulting retainer
INV-0000993,Glide Technologies,2025-05-11,97772.38,INR,Consulting retainer
INV-0000994,Silverline Hotels,2025-09-30,12073.71,INR,Office supplies
INV-0000995,Nova Travels,2025-06-13,152358.06,INR,Consulting retainer
INV-0000996,Velvet Cosmetics,2025-05-31,98170.63,INR,Hardware purchase
INV-0000997,Astra Labs,2025-09-25,87025.43,INR,Telecom usage
INV-0000998,Crimson Textiles,2025-08-08,193082.9,INR,Telecom usage
INV-0000999,ACME Corp,2025-04-30,106989.63,INR,Software subscription
INV-0001000,ACME Corp,2025-07-12,151491.12,INR,Logistics charge
INV-0001001,BlueBank Services,2025-10-11,1322.7,INR,Logistics charge
INV-0001002,Cobalt Energy,2025-10-15,175458.53,INR,Insurance premium
INV-0001003,Astra Labs,2025-05-17,77018.32,INR,Insurance premium
INV-0001004,Metro Logistics,2025-05-07,164856.84,INR,Insurance premium
INV-0001005,Evergreen Supplies,2025-08-15,145702.47,INR,Software subscription
INV-0001006,Polar Constructions,2025-10-13,199096.75,INR,Software subscription
INV-0001007,Falcon Couriers,2025-07-21,150148.06,INR,Consulting retainer
INV-0001008,Crimson Textiles,2025-04-25,46069.45,INR,Consulting retainer
INV-0001009,Apollo Health,2025-04-26,118143.72,INR,Consulting retainer
INV-0001010,Delta Engineering,2025-07-23,142366.46,INR,Monthly service fee
INV-0001011,Topaz Security,2025-10-01,51529.94,INR,Monthly service fee
INV-0001012,Echo Electronics,2025-05-03,132563.0,INR,Monthly service fee
INV-0001013,Alpha Insure,2025-10-14,23600.07,INR,Office supplies
INV-0001014,Topaz Security,2025-05-22,109682.84,INR,Office supplies
INV-0001015,Coral Resorts,2025-05-30,41496.24,INR,Monthly service fee
INV-0001016,Marble Interiors,2025-08-06,132502.08,INR,Insurance premium
INV-0001017,Stellar Insurance,2025-09-23,140294.91,INR,Telecom usage
INV-0001018,Orion Foods,2025-08-29,143893.86,INR,Hardware purchase
INV-0001019,Evergreen Supplies,2025-05-20,157059.63,INR,Office supplies
INV-0001020,Zenith Apparel,2025-09-23,40350.0,INR,Insurance premium
INV-0001021,Mango Mobility,2025-06-11,71905.41,INR,Telecom usage
INV-0001022,Evergreen Supplies,2025-06-01,8361.44,INR,Office supplies
INV-0001023,Apollo Health,2025-10-14,186658.31,INR,Software subscription
INV-0001024,Quasar Digital,2025-04-21,3043.51,INR,Hardware purchase
INV-0001025,Delta Engineering,2025-09-14,133969.88,INR,Consulting retainer
INV-0001026,Nimbus Soft,2025-08-29,15472.12,INR,Hardware purchase
INV-0001027,Helios Motors,2025-10-02,46616.48,INR,Insurance premium
INV-0001028,Helios Motors,2025-08-17,10491.0,INR,Consulting retainer
INV-0001029,Quick Logistics,2025-07-04,72362.83,INR,Software subscription
INV-0001030,Polar Constructions,2025-05-20,19452.19,INR,Monthly service fee
INV-0001031,ACME Corp,2025-05-26,132839.33,INR,Consulting retainer
INV-0001032,Amber Healthcare,2025-07-21,178958.26,INR,Insurance premium
INV-0001033,Raven Tools,2025-05-14,74838.12,INR,Software subscription
INV-0001034,Trident Media,2025-05-20,80455.11,INR,Office supplies
INV-0001035,Nova Travels,2025-07-28,138135.54,INR,Office supplies
INV-0001036,Aurora Systems,2025-10-04,177281.72,INR,Consulting retainer
INV-0001037,Delta Engineering,2025-05-24,139385.89,INR,Monthly service fee
INV-0001038,Metro Logistics,2025-05-17,83497.53,INR,Office supplies
INV-0001039,Velvet Cosmetics,2025-10-11,87913.48,INR,Telecom usage
INV-0001040,Glide Technologies,2025-07-21,122466.0,INR,Consulting retainer
INV-0001041,Granite Mining,2025-08-23,23031.03,INR,Telecom usage
INV-0001042,Lotus Telecom,2025-05-02,13135.54,INR,Software subscription
INV-0001043,ACME Corp,2025-10-18,173732.29,INR,Logistics charge
INV-0001044,Prism Plastics,2025-07-16,104060.39,INR,Hardware purchase
INV-0001045,Polar Constructions,2025-10-07,145467.07,INR,Office supplies
INV-0001046,Neptune Shipping,2025-10-07,135420.97,INR,Telecom usage
INV-0001047,Vertex Retail,2025-09-10,178466.35,INR,Monthly service fee
INV-0001048,ACME Corp,2025-10-02,186907.1,INR,Office supplies
INV-0001049,Falcon Couriers,2025-06-02,15435.62,INR,Office supplies
INV-0001050,Silverline Hotels,2025-06-21,66513.52,INR,Insurance premium
INV-0001051,Alpha Insure,2025-08-28,44929.95,INR,Telecom usage
INV-0001052,Crimson Textiles,2025-06-20,16226.7,INR,Office supplies
INV-0001053,Velvet Cosmetics,2025-08-13,18059.96,INR,Office supplies
INV-0001054,Lotus Telecom,2025-07-10,24182.02,INR,Office supplies
INV-0001055,Pearl Analytics,2025-10-05,4044.94,INR,Telecom usage
INV-0001056,Aurora Systems,2025-04-30,111647.64,INR,Monthly service fee
INV-0001057,Nimbus Soft,2025-09-22,192652.66,INR,Insurance premium
INV-0001058,Pine IT Services,2025-09-11,41766.82,INR,Office supplies
INV-0001059,Amber Healthcare,2025-07-23,165149.54,INR,Logistics charge
INV-0001060,Olive Agro,2025-07-14,112250.09,INR,Office supplies
INV-0001061,Iris Pharma,2025-10-06,72977.26,INR,Office supplies
INV-0001062,Delta Engineering,2025-05-15,151984.33,INR,Logistics charge
INV-0001063,ACME Corp,2025-07-17,71350.23,INR,Insurance premium
INV-0001064,Lumen Power,2025-09-01,75091.13,INR,Hardware purchase
INV-0001065,Quick Logistics,2025-06-02,98738.22,INR,Telecom usage
INV-0001066,Orion Foods,2025-06-25,122364.93,INR,Logistics charge
INV-0001067,Delta Engineering,2025-07-30,43510.11,INR,Logistics charge
INV-0001068,Iris Pharma,2025-07-16,21999.27,INR,Telecom usage
INV-0001069,Quick Logistics,2025-09-30,167574.51,INR,Hardware purchase
INV-0001070,Glide Technologies,2025-08-14,91748.88,INR,Consulting retainer
INV-0001071,Falcon Couriers,2025-04-22,106307.69,INR,Monthly service fee
INV-0001072,Lumen Power,2025-08-09,167843.81,INR,Office supplies
INV-0001073,Pine IT Services,2025-06-05,138517.63,INR,Consulting retainer
INV-0001074,Raven Tools,2025-05-23,21159.02,INR,Software subscription
INV-0001075,Pine IT Services,2025-07-28,84023.62,INR,Logistics charge
INV-0001076,Nova Travels,2025-07-31,192736.91,INR,Insurance premium
INV-0001077,Lotus Telecom,2025-05-25,28066.91,INR,Insurance premium
INV-0001078,Coral Resorts,2025-09-08,172211.16,INR,Logistics charge
INV-0001079,Zenith Apparel,2025-06-13,125021.43,INR,Insurance premium
INV-0001080,Zephyr Foods,2025-07-18,184277.76,INR,Consulting retainer
INV-0001081,Iris Pharma,2025-10-04,195048.31,INR,Consulting retainer
INV-0001082,Pine IT Services,2025-09-06,139015.24,INR,Software subscription
INV-0001083,Iris Pharma,2025-05-20,152274.62,INR,Office supplies
INV-0001084,Vortex Metals,2025-09-14,188563.39,INR,Telecom usage
INV-0001085,Zephyr Foods,2025-09-04,57542.63,INR,Telecom usage
INV-0001086,ACME Corp,2025-09-01,21740.86,INR,Telecom usage
INV-0001087,Vertex Retail,2025-05-04,134215.71,INR,Logistics charge
INV-0001088,Nova Travels,2025-06-01,196714.71,INR,Insurance premium
INV-0001089,Vertex Retail,2025-05-06,138273.67,INR,Insurance premium
INV-0001090,Apollo Health,2025-09-06,6945.12,INR,Office supplies
INV-0001091,Orion Foods,2025-09-25,173673.06,INR,Logistics charge
INV-0001092,Pearl Analytics,2025-10-03,112473.48,INR,Logistics charge
INV-0001093,Pine IT Services,2025-10-16,57883.91,INR,Monthly service fee
INV-0001094,Topaz Security,2025-07-29,83604.96,INR,Software subscription
INV-0001095,Lumen Power,2025-05-04,3086.56,INR,Insurance premium
INV-0001096,Zenith Apparel,2025-09-26,173835.57,INR,Office supplies
INV-0001097,Cobalt Energy,2025-09-30,141073.5,INR,Software subscription
INV-0001098,Summit Paper,2025-09-18,109549.72,INR,Logistics charge
INV-0001099,Glide Technologies,2025-06-09,59188.46,INR,Consulting retainer
INV-0001100,Zephyr Foods,2025-05-10,37801.83,INR,Consulting retainer
INV-0001101,Pearl Analytics,2025-08-30,24311.09,INR,Monthly service fee
INV-0001102,Polar Constructions,2025-07-01,111541.42,INR,Consulting retainer
INV-0001103,Metro Logistics,2025-09-17,169279.83,INR,Monthly service fee
INV-0001104,Amber Healthcare,2025-08-18,142083.01,INR,Consulting retainer
INV-0001105,Quick Logistics,2025-05-30,185761.33,INR,Monthly service fee
INV-0001106,Glide Technologies,2025-09-28,123313.93,INR,Insurance premium
INV-0001107,Falcon Couriers,2025-09-14,110256.96,INR,Hardware purchase
INV-0001108,Iris Pharma,2025-07-11,105316.32,INR,Consulting retainer
INV-0001109,Mango Mobility,2025-05-08,157358.52,INR,Consulting retainer
INV-0001110,Aurora Systems,2025-09-07,107638.67,INR,Hardware purchase
INV-0001111,Neptune Shipping,2025-06-16,176737.65,INR,Software subscription
INV-0001112,Amber Healthcare,2025-07-22,59068.08,INR,Office supplies
INV-0001113,Lumen Power,2025-10-04,2256.34,INR,Software subscription
INV-0001114,Lotus Telecom,2025-06-21,180947.04,INR,Logistics charge
INV-0001115,Quick Logistics,2025-10-12,177189.2,INR,Telecom usage
INV-0001116,Delta Engineering,2025-07-28,51689.82,INR,Insurance premium
INV-0001117,BlueBank Services,2025-08-31,164510.76,INR,Software subscription
INV-0001118,Pine IT Services,2025-08-29,89388.6,INR,Monthly service fee
INV-0001119,Evergreen Supplies,2025-10-04,38906.22,INR,Hardware purchase
INV-0001120,Orion Foods,2025-06-02,194339.94,INR,Monthly service fee
INV-0001121,Titan Beverages,2025-05-07,42550.9,INR,Logistics charge
INV-0001122,Zephyr Foods,2025-08-07,167215.18,INR,Logistics charge
INV-0001123,Crescent Books,2025-10-17,175788.13,INR,Telecom usage
INV-0001124,Indigo Chem,2025-05-09,149504.72,INR,Consulting retainer
INV-0001125,BlueBank Services,2025-08-16,143515.22,INR,Monthly service fee
INV-0001126,Nimbus Soft,2025-05-09,11326.48,INR,Insurance premium
INV-0001127,Lumen Power,2025-05-09,115204.98,INR,Logistics charge
INV-0001128,Helios Motors,2025-08-03,77912.5,INR,Telecom usage
INV-0001129,Polar Constructions,2025-07-10,3869.75,INR,Hardware purchase
INV-0001130,Crescent Books,2025-04-22,128463.84,INR,Hardware purchase
INV-0001131,Summit Paper,2025-09-17,9580.61,INR,Hardware purchase
INV-0001132,Neptune Shipping,2025-08-27,21674.04,INR,Insurance premium
INV-0001133,Echo Electronics,2025-05-13,56662.73,INR,Office supplies
INV-0001134,Topaz Security,2025-07-31,164513.41,INR,Monthly service fee
INV-0001135,Granite Mining,2025-05-31,106926.82,INR,Consulting retainer
INV-0001136,Pearl Analytics,2025-07-30,159455.7,INR,Insurance premium
INV-0001137,Titan Beverages,2025-05-27,59962.27,INR,Software subscription
INV-0001138,ACME Corp,2025-09-09,175016.0,INR,Consulting retainer
INV-0001139,Delta Engineering,2025-05-01,1503.45,INR,Telecom usage
INV-0001140,Crescent Books,2025-09-08,189422.39,INR,Insurance premium
INV-0001141,Apollo Health,2025-07-18,42741.52,INR,Consulting retainer
INV-0001142,Metro Logistics,2025-06-07,44547.2,INR,Insurance premium
INV-0001143,Zenith Apparel,2025-05-20,36680.92,INR,Monthly service fee
INV-0001144,Summit Paper,2025-09-08,92522.41,INR,Hardware purchase
INV-0001145,Evergreen Supplies,2025-10-09,13938.87,INR,Hardware purchase
INV-0001146,Zenith Apparel,2025-09-16,97694.49,INR,Software subscription
INV-0001147,Neptune Shipping,2025-05-23,134423.47,INR,Logistics charge
INV-0001148,Orion Foods,2025-07-02,124093.4,INR,Logistics charge
INV-0001149,Silverline Hotels,2025-08-23,90403.87,INR,Insurance premium
INV-0001150,Coral Resorts,2025-09-17,30902.79,INR,Software subscription
INV-0001151,Silverline Hotels,2025-08-08,34143.58,INR,Software subscription
INV-0001152,Quasar Digital,2025-06-16,142583.73,INR,Telecom usage
INV-0001153,Nova Travels,2025-07-22,27294.01,INR,Software subscription
INV-0001154,Granite Mining,2025-08-17,89348.92,INR,Insurance premium
INV-0001155,Falcon Couriers,2025-09-09,22212.11,INR,Hardware purchase
INV-0001156,Nova Travels,2025-05-26,178313.76,INR,Logistics charge
INV-0001157,Helios Motors,2025-09-28,15754.24,INR,Hardware purchase
INV-0001158,BlueBank Services,2025-08-28,126509.49,INR,Telecom usage
INV-0001159,Glide Technologies,2025-09-19,42945.76,INR,Monthly service fee
INV-0001160,Lumen Power,2025-06-26,108922.13,INR,Office supplies
INV-0001161,Indigo Chem,2025-05-29,73480.82,INR,Logistics charge
INV-0001162,Glide Technologies,2025-09-18,146778.75,INR,Insurance premium
INV-0001163,Astra Labs,2025-08-17,100474.07,INR,Hardware purchase
INV-0001164,Crimson Textiles,2025-07-23,100682.37,INR,Logistics charge
INV-0001165,Stellar Insurance,2025-10-13,33585.79,INR,Consulting retainer
INV-0001166,Lotus Telecom,2025-05-31,36239.46,INR,Consulting retainer
INV-0001167,Pearl Analytics,2025-08-22,187865.46,INR,Monthly service fee
INV-0001168,Cobalt Energy,2025-08-23,46734.11,INR,Insurance premium
INV-0001169,Sapphire Finance,2025-06-19,9040.28,INR,Logistics charge
INV-0001170,Mango Mobility,2025-07-22,77924.58,INR,Office supplies
INV-0001171,Quick Logistics,2025-05-01,196127.66,INR,Software subscription
INV-0001172,Orion Foods,2025-10-18,193704.06,INR,Insurance premium
INV-0001173,Pearl Analytics,2025-06-27,115936.97,INR,Consulting retainer
INV-0001174,Topaz Security,2025-10-05,76014.44,INR,Hardware purchase
INV-0001175,Mango Mobility,2025-06-24,75577.59,INR,Logistics charge
INV-0001176,Mango Mobility,2025-08-02,70903.15,INR,Software subscription
INV-0001177,Falcon Couriers,2025-08-22,177490.8,INR,Monthly service fee
INV-0001178,Pine IT Services,2025-05-26,88259.79,INR,Logistics charge
INV-0001179,Zeta Telecom,2025-08-30,128873.66,INR,Logistics charge
INV-0001180,Vertex Retail,2025-06-07,31892.79,INR,Hardware purchase
INV-0001181,Prism Plastics,2025-06-18,83215.43,INR,Software subscription
INV-0001182,Raven Tools,2025-05-20,96562.57,INR,Office supplies
INV-0001183,Granite Mining,2025-06-13,118362.78,INR,Telecom usage
INV-0001184,BlueBank Services,2025-06-22,9107.29,INR,Consulting retainer
INV-0001185,Astra Labs,2025-09-29,102772.24,INR,Consulting retainer
INV-0001186,Alpha Insure,2025-06-02,52022.8,INR,Consulting retainer
INV-0001187,Mango Mobility,2025-08-02,120071.83,INR,Monthly service fee
INV-0001188,Raven Tools,2025-10-07,164350.01,INR,Hardware purchase
INV-0001189,Apollo Health,2025-08-13,121501.92,INR,Office supplies
INV-0001190,Granite Mining,2025-06-03,44263.08,INR,Telecom usage
INV-0001191,Echo Electronics,2025-05-27,159025.91,INR,Consulting retainer
INV-0001192,Stellar Insurance,2025-10-06,102405.58,INR,Consulting retainer
INV-0001193,Raven Tools,2025-10-13,68862.92,INR,Office supplies
INV-0001194,Echo Electronics,2025-09-19,14234.16,INR,Telecom usage
INV-0001195,Topaz Security,2025-05-24,22159.74,INR,Logistics charge
INV-0001196,Mango Mobility,2025-08-28,137031.38,INR,Consulting retainer
INV-0001197,Echo Electronics,2025-05-15,35895.73,INR,Monthly service fee
INV-0001198,Crescent Books,2025-08-27,150600.44,INR,Hardware purchase
INV-0001199,Granite Mining,2025-10-06,26500.6,INR,Monthly service fee
INV-0001200,Glide Technologies,2025-10-11,130021.73,INR,Telecom usage
INV-0001201,Sapphire Finance,2025-05-02,139679.74,INR,Telecom usage
INV-0001202,Cobalt Energy,2025-08-22,158016.34,INR,Telecom usage
INV-0001203,Neptune Shipping,2025-09-18,161021.9,INR,Hardware purchase
INV-0001204,Polar Constructions,2025-05-25,51276.35,INR,Logistics charge
INV-0001205,Nimbus Soft,2025-07-02,119859.32,INR,Telecom usage
INV-0001206,Helios Motors,2025-06-08,1591.16,INR,Monthly service fee
INV-0001207,Velvet Cosmetics,2025-09-01,24006.81,INR,Monthly service fee
INV-0001208,Topaz Security,2025-10-05,41481.03,INR,Software subscription
INV-0001209,Aurora Systems,2025-07-22,21763.35,INR,Telecom usage
INV-0001210,Indigo Chem,2025-09-17,51099.73,INR,Telecom usage
INV-0001211,Velvet Cosmetics,2025-07-23,122570.2,INR,Telecom usage
INV-0001212,Summit Paper,2025-06-12,82939.02,INR,Office supplies
INV-0001213,Trident Media,2025-07-24,112039.22,INR,Office supplies
INV-0001214,Helios Motors,2025-07-08,115741.41,INR,Telecom usage
INV-0001215,Pearl Analytics,2025-05-26,171072.29,INR,Hardware purchase
INV-0001216,Pearl Analytics,2025-06-18,89595.68,INR,Consulting retainer
INV-0001217,Orion Foods,2025-06-14,101914.54,INR,Software subscription
INV-0001218,Lumen Power,2025-09-25,139562.95,INR,Monthly service fee
INV-0001219,Metro Logistics,2025-07-29,192931.77,INR,Monthly service fee
INV-0001220,Nimbus Soft,2025-05-28,94597.9,INR,Telecom usage
INV-0001221,Nimbus Soft,2025-05-07,52986.85,INR,Software subscription
INV-0001222,Nimbus Soft,2025-09-23,8032.19,INR,Telecom usage
INV-0001223,Crimson Textiles,2025-09-25,131406.96,INR,Insurance premium
INV-0001224,Iris Pharma,2025-09-20,11963.88,INR,Consulting retainer
INV-0001225,Titan Beverages,2025-08-25,88074.92,INR,Logistics charge
INV-0001226,Prism Plastics,2025-08-31,57558.3,INR,Monthly service fee
INV-0001227,Echo Electronics,2025-08-29,103404.82,INR,Logistics charge
INV-0001228,Stellar Insurance,2025-06-03,134967.86,INR,Software subscription
INV-0001229,Quasar Digital,2025-10-05,557.31,INR,Consulting retainer
INV-0001230,Nimbus Soft,2025-06-30,156044.74,INR,Software subscription
INV-0001231,Prism Plastics,2025-07-31,81387.47,INR,Logistics charge
INV-0001232,Mango Mobility,2025-04-24,147516.65,INR,Hardware purchase
INV-0001233,Nimbus Soft,2025-09-08,57256.51,INR,Software subscription
INV-0001234,Neptune Shipping,2025-06-30,45645.95,INR,Logistics charge
INV-0001235,Olive Agro,2025-08-02,115193.89,INR,Insurance premium
INV-0001236,Trident Media,2025-08-03,101494.5,INR,Hardware purchase
INV-0001237,Pine IT Services,2025-07-05,68323.2,INR,Hardware purchase
INV-0001238,Pine IT Services,2025-06-25,175284.55,INR,Insurance premium
INV-0001239,Coral Resorts,2025-08-12,193228.06,INR,Office supplies
INV-0001240,Glide Technologies,2025-06-22,151615.92,INR,Office supplies
INV-0001241,Zephyr Foods,2025-08-16,179356.5,INR,Monthly service fee
INV-0001242,Granite Mining,2025-05-20,51935.04,INR,Telecom usage
INV-0001243,Titan Beverages,2025-06-16,135544.14,INR,Logistics charge
INV-0001244,Silverline Hotels,2025-08-04,191111.41,INR,Monthly service fee
INV-0001245,Coral Resorts,2025-06-27,50027.39,INR,Hardware purchase
INV-0001246,Crimson Textiles,2025-10-10,149883.23,INR,Software subscription
INV-0001247,Zeta Telecom,2025-09-09,186313.55,INR,Office supplies
INV-0001248,Silverline Hotels,2025-07-20,44103.94,INR,Insurance premium
INV-0001249,Trident Media,2025-10-12,186085.93,INR,Logistics charge
INV-0001250,Falcon Couriers,2025-06-11,47354.84,INR,Logistics charge
INV-0001251,Helios Motors,2025-06-12,46226.9,INR,Logistics charge
INV-0001252,Stellar Insurance,2025-07-21,31621.12,INR,Hardware purchase
INV-0001253,Delta Engineering,2025-05-11,135324.52,INR,Office supplies
INV-0001254,Stellar Insurance,2025-04-22,152966.72,INR,Monthly service fee
INV-0001255,Granite Mining,2025-07-25,124323.16,INR,Office supplies
INV-0001256,Velvet Cosmetics,2025-06-30,98415.67,INR,Insurance premium
INV-0001257,Crimson Textiles,2025-06-16,150158.79,INR,Consulting retainer
INV-0001258,Alpha Insure,2025-09-02,159954.35,INR,Office supplies
INV-0001259,Crescent Books,2025-04-29,100743.8,INR,Telecom usage
INV-0001260,Zephyr Foods,2025-06-04,91710.61,INR,Hardware purchase
INV-0001261,Coral Resorts,2025-08-31,92284.08,INR,Monthly service fee
INV-0001262,ACME Corp,2025-10-10,42545.1,INR,Hardware purchase
INV-0001263,Silverline Hotels,2025-07-22,122749.23,INR,Insurance premium
INV-0001264,Trident Media,2025-09-08,52938.38,INR,Insurance premium
INV-0001265,Granite Mining,2025-09-24,68947.74,INR,Consulting retainer
INV-0001266,Falcon Couriers,2025-08-07,42501.23,INR,Software subscription
INV-0001267,Sapphire Finance,2025-08-01,56286.09,INR,Consulting retainer
INV-0001268,Velvet Cosmetics,2025-05-24,195864.85,INR,Logistics charge
INV-0001269,Orion Foods,2025-06-29,160915.47,INR,Telecom usage
INV-0001270,Topaz Security,2025-06-10,29595.83,INR,Consulting retainer
INV-0001271,Granite Mining,2025-04-23,35733.15,INR,Office supplies
INV-0001272,Astra Labs,2025-09-29,103642.89,INR,Software subscription
INV-0001273,Falcon Couriers,2025-07-06,50569.32,INR,Monthly service fee
INV-0001274,Crimson Textiles,2025-05-16,138263.36,INR,Monthly service fee
INV-0001275,Apollo Health,2025-06-25,95569.62,INR,Hardware purchase
INV-0001276,Lotus Telecom,2025-07-15,52323.94,INR,Software subscription
INV-0001277,Lumen Power,2025-09-10,186402.99,INR,Insurance premium
INV-0001278,Neptune Shipping,2025-04-26,82646.3,INR,Software subscription
INV-0001279,Zephyr Foods,2025-09-23,40192.14,INR,Consulting retainer
INV-0001280,Glide Technologies,2025-07-02,71344.25,INR,Office supplies
INV-0001281,Glide Technologies,2025-08-13,177981.67,INR,Telecom usage
INV-0001282,Stellar Insurance,2025-07-03,93018.54,INR,Consulting retainer
INV-0001283,Metro Logistics,2025-10-01,161639.57,INR,Software subscription
INV-0001284,Aurora Systems,2025-09-29,122655.87,INR,Telecom usage
INV-0001285,Zeta Telecom,2025-05-11,32818.9,INR,Logistics charge
INV-0001286,Silverline Hotels,2025-07-11,130776.11,INR,Insurance premium
INV-0001287,Echo Electronics,2025-10-03,79393.34,INR,Office supplies
INV-0001288,Glide Technologies,2025-07-22,149705.15,INR,Office supplies
INV-0001289,Aurora Systems,2025-06-02,37185.3,INR,Monthly service fee
INV-0001290,Astra Labs,2025-06-20,132573.5,INR,Hardware purchase
INV-0001291,Apollo Health,2025-06-02,79710.59,INR,Hardware purchase
INV-0001292,Zeta Telecom,2025-08-20,109912.53,INR,Monthly service fee
INV-0001293,Glide Technologies,2025-07-31,105034.57,INR,Hardware purchase
INV-0001294,Orion Foods,2025-06-27,123811.38,INR,Hardware purchase
INV-0001295,Indigo Chem,2025-07-29,62219.45,INR,Logistics charge
INV-0001296,Pearl Analytics,2025-07-02,88910.51,INR,Consulting retainer
INV-0001297,Astra Labs,2025-09-02,167784.3,INR,Monthly service fee
INV-0001298,Quick Logistics,2025-10-07,71689.83,INR,Software subscription
INV-0001299,Granite Mining,2025-08-18,195008.82,INR,Insurance premium
INV-0001300,Lumen Power,2025-08-12,27455.42,INR,Consulting retainer
INV-0001301,Vortex Metals,2025-09-20,91580.41,INR,Telecom usage
INV-0001302,Mango Mobility,2025-10-01,128085.89,INR,Insurance premium
INV-0001303,Neptune Shipping,2025-08-22,108163.79,INR,Hardware purchase
INV-0001304,Lotus Telecom,2025-07-08,73473.77,INR,Insurance premium
INV-0001305,Vertex Retail,2025-07-07,2605.89,INR,Consulting retainer
INV-0001306,Neptune Shipping,2025-07-03,94104.99,INR,Monthly service fee
INV-0001307,Coral Resorts,2025-08-24,189418.02,INR,Office supplies
INV-0001308,Marble Interiors,2025-04-23,153290.91,INR,Insurance premium
INV-0001309,Echo Electronics,2025-06-19,159455.09,INR,Software subscription
INV-0001310,Zenith Apparel,2025-08-04,176491.33,INR,Telecom usage
INV-0001311,Crimson Textiles,2025-06-23,33072.26,INR,Telecom usage
INV-0001312,Topaz Security,2025-06-16,52964.56,INR,Telecom usage
INV-0001313,Titan Beverages,2025-06-21,103563.71,INR,Insurance premium
INV-0001314,Evergreen Supplies,2025-10-04,148713.91,INR,Insurance premium
INV-0001315,Aurora Systems,2025-06-08,170769.66,INR,Consulting retainer
INV-0001316,Astra Labs,2025-07-04,22516.09,INR,Office supplies
INV-0001317,Stellar Insurance,2025-08-14,54790.76,INR,Office supplies
INV-0001318,Zenith Apparel,2025-07-12,4369.38,INR,Monthly service fee
INV-0001319,Crescent Books,2025-04-26,37594.55,INR,Hardware purchase
INV-0001320,Evergreen Supplies,2025-06-28,25445.32,INR,Office supplies
INV-0001321,Raven Tools,2025-04-23,46945.69,INR,Consulting retainer
